event_id,origintime,magnitude,magnitude_source,max_mmi,latitude,longitude,depth_km,err_lat,err_lon,err_depth,err_origintime,state,county,status
9999,2019-01-27 05:32:05,1.2,OGS,None,36.4225,-98.797,6.0,0.71,0.71,1.2,None,Oklahoma,Major,Reviewed
10000,2019-01-27 10:45:24,1.8,OGS,None,34.06383333,-97.39133333,13.0,0.78,0.78,4.4,None,Oklahoma,Carter,Reviewed
10001,2019-01-27 12:36:51,1.2,OGS,None,35.75133333,-97.97233333,5.0,1.13,1.13,3.6,None,Oklahoma,Canadian,Reviewed
10002,2019-01-27 14:56:34,1.2,OGS,None,36.07366667,-97.564,7.05,0.28,0.28,0.5,None,Oklahoma,Logan,Reviewed
10003,2019-01-27 15:19:25,1.0,OGS,None,36.53283333,-98.96133333,7.82,0.28,0.28,0.3,None,Oklahoma,Woodward,Reviewed
10004,2019-01-27 18:17:37,1.8,OGS,None,36.21033333,-97.0135,5.81,0.21,0.21,0.5,None,Oklahoma,Payne,Reviewed
10005,2019-01-27 19:57:04,1.3,OGS,None,36.466,-98.81966667,5.39,0.21,0.21,0.5,None,Oklahoma,Woods,Reviewed
10006,2019-01-27 20:47:07,1.2,OGS,None,36.33413315,-97.605896,3.79,2.41,1.46,2.32,0.37152334,Oklahoma,Garfield,Reviewed
10007,2019-01-27 22:23:13,1.5,OGS,None,36.69133333,-97.692,7.53,0.21,0.21,0.6,None,Oklahoma,Grant,Reviewed
10008,2019-01-27 22:45:01,1.7,OGS,None,36.69366667,-97.69033333,7.41,0.14,0.14,0.5,None,Oklahoma,Grant,Reviewed
10009,2019-01-28 06:13:48,0.8,OGS,None,36.44933333,-98.788,7.0,0.35,0.35,0.6,None,Oklahoma,Major,Reviewed
10010,2019-01-28 18:10:10,1.5,OGS,None,36.47333333,-97.0635,7.81,0.42,0.42,0.4,None,Oklahoma,Osage,Reviewed
10011,2019-01-28 23:48:31,1.4,OGS,None,36.4705,-97.06066667,6.96,0.35,0.35,0.5,None,Oklahoma,Osage,Reviewed
10012,2019-01-29 03:47:35,1.0,OGS,None,36.41316667,-96.92566667,3.55,0.14,0.14,0.6,None,Oklahoma,Pawnee,Reviewed
10013,2019-01-29 04:18:40,1.9,OGS,None,37.04833333,-97.546,3.01,0.42,0.42,1.1,None,Kansas,Sumner,Reviewed
10014,2019-01-29 07:16:14,1.8,OGS,None,35.76983333,-98.53466667,4.73,0.21,0.21,0.8,None,Oklahoma,Blaine,Reviewed
10015,2019-01-29 11:36:53,1.4,OGS,None,35.66816667,-97.40933333,7.59,0.21,0.21,0.3,None,Oklahoma,Oklahoma,Reviewed
9133,2019-01-29 13:06:15,1.5,OGS,None,35.2775,-97.87516667,5.48,0.35,0.35,0.9,None,Oklahoma,Grady,Reviewed
10016,2019-01-29 13:34:13,1.8,OGS,None,36.91466667,-98.14766667,7.95,0.14,0.14,0.5,None,Oklahoma,Alfalfa,Reviewed
10017,2019-01-29 14:13:00,1.8,OGS,None,36.84333333,-97.695,5.0,0.28,0.28,0.8,None,Oklahoma,Grant,Reviewed
10018,2019-01-29 14:26:43,2.2,OGS,None,36.91116667,-98.14816667,5.0,0.21,0.21,0.5,None,Oklahoma,Alfalfa,Reviewed
5274,2019-01-29 21:21:42,1.9,OGS,None,36.46016667,-96.79966667,1.02,0.64,0.64,0.7,None,Oklahoma,Pawnee,Preliminary
10019,2019-01-29 21:26:21,1.6,OGS,None,37.05716667,-97.37633333,7.1,0.49,0.49,0.7,None,Kansas,Sumner,Reviewed
10020,2019-01-30 05:22:01,1.6,OGS,None,36.45816667,-98.76066667,7.75,0.14,0.14,0.2,None,Oklahoma,Major,Reviewed
10021,2019-01-30 09:53:53,0.8,OGS,None,36.4265,-96.9145,3.15,0.21,0.21,1.1,None,Oklahoma,Pawnee,Reviewed
10022,2019-01-30 14:32:02,1.0,OGS,None,36.44066667,-96.88683333,5.76,0.28,0.28,0.7,None,Oklahoma,Pawnee,Reviewed
10023,2019-01-30 14:51:41,1.6,OGS,None,36.29933333,-97.19816667,6.32,0.28,0.28,0.5,None,Oklahoma,Noble,Reviewed
10024,2019-01-30 21:57:41,1.7,OGS,None,36.78833333,-98.3295,2.78,0.21,0.21,0.7,None,Oklahoma,Alfalfa,Reviewed
10025,2019-01-30 22:12:07,1.0,OGS,None,36.468,-98.8145,5.31,0.21,0.21,0.4,None,Oklahoma,Woods,Reviewed
10027,2019-01-30 22:49:09,2.3,OGS,None,36.3035,-98.20033333,5.18,0.21,0.21,0.4,None,Oklahoma,Blaine,Reviewed
10028,2019-01-31 00:55:23,0.9,OGS,None,36.42916667,-98.81283333,6.88,0.78,0.78,0.9,None,Oklahoma,Major,Reviewed
10029,2019-01-31 06:45:34,1.6,OGS,None,36.84566667,-97.66583333,5.0,0.35,0.35,1.3,None,Oklahoma,Grant,Reviewed
10032,2019-01-31 08:45:06,0.9,OGS,None,36.43516667,-96.8675,2.63,0.28,0.28,1.1,None,Oklahoma,Pawnee,Reviewed
10033,2019-01-31 10:00:11,0.5,OGS,None,36.4595,-98.75866667,5.0,1.41,1.41,3.0,None,Oklahoma,Major,Reviewed
10034,2019-01-31 13:15:37,1.6,OGS,None,36.45,-98.78566667,7.0,0.42,0.42,0.5,None,Oklahoma,Major,Reviewed
10035,2019-01-31 20:08:04,1.9,OGS,None,36.359,-98.15916667,6.31,0.21,0.21,0.4,None,Oklahoma,Alfalfa,Reviewed
10036,2019-01-31 22:25:35,2.1,OGS,None,36.47616667,-98.19316667,7.92,0.14,0.14,0.5,None,Oklahoma,Alfalfa,Reviewed
10039,2019-02-01 00:27:48,1.0,OGS,None,36.65033333,-99.12233333,7.23,0.35,0.35,1.1,None,Oklahoma,Woodward,Reviewed
10040,2019-02-01 09:03:26,1.7,OGS,None,34.94633333,-97.32033333,4.11,0.28,0.28,0.7,None,Oklahoma,Cleveland,Reviewed
10041,2019-02-01 09:56:49,1.6,OGS,None,36.47483333,-98.193,7.24,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
10071,2019-02-01 11:11:45,1.2,OGS,None,36.41783333,-97.09366667,6.41,0.28,0.28,0.5,None,Oklahoma,Noble,Reviewed
10072,2019-02-01 12:19:44,1.5,OGS,None,35.53683333,-96.74983333,7.28,0.21,0.21,0.4,None,Oklahoma,Lincoln,Reviewed
5346,2019-02-01 12:20:20,2.5,OGS,None,37.0855,-98.39133333,7.65,0.21,0.21,1.0,None,Kansas,Barber,Preliminary
10073,2019-02-01 12:28:21,0.7,OGS,None,36.4385,-96.903,2.35,0.14,0.14,1.6,None,Oklahoma,Pawnee,Reviewed
10074,2019-02-01 15:25:51,1.0,OGS,None,36.4385,-96.9045,2.14,0.14,0.14,2.5,None,Oklahoma,Pawnee,Reviewed
10075,2019-02-01 15:25:55,0.8,OGS,None,36.4315,-96.90383333,5.09,0.35,0.35,1.0,None,Oklahoma,Pawnee,Reviewed
10076,2019-02-01 15:27:03,1.0,OGS,None,36.4335,-96.9025,3.75,0.21,0.21,0.9,None,Oklahoma,Pawnee,Reviewed
10078,2019-02-01 18:33:14,1.6,OGS,None,35.8305,-98.251,7.36,0.28,0.28,0.8,None,Oklahoma,Blaine,Reviewed
10079,2019-02-01 20:59:36,1.3,OGS,None,36.43366667,-96.9055,3.98,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
10080,2019-02-01 21:59:40,0.5,OGS,None,36.4345,-96.91166667,1.75,0.14,0.14,3.4,None,Oklahoma,Pawnee,Reviewed
10082,2019-02-01 23:36:31,-0.2,OGS,None,36.44583333,-98.8045,2.49,1.06,1.06,1.3,None,Oklahoma,Major,Reviewed
10083,2019-02-02 02:25:40,1.8,OGS,None,36.42183333,-96.94166667,5.72,0.14,0.14,0.3,None,Oklahoma,Pawnee,Reviewed
10084,2019-02-02 02:57:13,1.2,OGS,None,36.4305,-96.90366667,5.4,0.28,0.28,0.4,None,Oklahoma,Pawnee,Reviewed
10085,2019-02-02 06:47:16,0.7,OGS,None,36.426,-96.93866667,2.97,0.21,0.21,0.9,None,Oklahoma,Pawnee,Reviewed
10086,2019-02-02 07:18:19,1.3,OGS,None,36.4025,-96.95333333,5.33,0.21,0.21,0.4,None,Oklahoma,Pawnee,Reviewed
9134,2019-02-02 07:28:29,0.4,OGS,None,35.25766667,-97.87583333,11.85,0.21,0.21,0.3,None,Oklahoma,Grady,Reviewed
10087,2019-02-02 07:53:19,0.2,OGS,None,36.41633333,-96.89833333,4.98,0.21,0.21,0.6,None,Oklahoma,Pawnee,Reviewed
10089,2019-02-02 11:51:37,2.0,OGS,None,36.15516667,-98.29,7.72,0.14,0.14,0.4,None,Oklahoma,Blaine,Reviewed
10090,2019-02-02 12:32:45,0.8,OGS,None,35.83263016,-98.18717957,3.74,3.12,3.17,4.1,1.00573195,Oklahoma,Blaine,Reviewed
10091,2019-02-02 15:26:22,1.8,OGS,None,36.14316667,-96.8055,3.02,0.28,0.28,0.9,None,Oklahoma,Payne,Reviewed
10092,2019-02-02 19:32:44,1.2,OGS,None,36.4175,-96.89633333,5.97,0.21,0.21,0.4,None,Oklahoma,Pawnee,Reviewed
10093,2019-02-03 04:30:30,1.0,OGS,None,34.8675,-97.9075,17.17,0.64,0.64,1.4,None,Oklahoma,Grady,Reviewed
10094,2019-02-03 09:19:59,1.2,OGS,None,36.44933333,-98.76983333,8.82,0.14,0.14,0.2,None,Oklahoma,Major,Reviewed
10095,2019-02-03 12:12:27,0.0,OGS,None,36.444,-96.87766667,2.91,0.28,0.28,1.5,None,Oklahoma,Pawnee,Reviewed
10096,2019-02-03 13:20:40,1.1,OGS,None,36.44066667,-96.87383333,3.93,0.28,0.28,0.8,None,Oklahoma,Pawnee,Reviewed
10097,2019-02-03 16:13:20,0.9,OGS,None,36.45533333,-98.79616667,6.4,0.49,0.49,0.9,None,Oklahoma,Major,Reviewed
10098,2019-02-03 17:41:20,1.7,OGS,None,36.4445,-98.78383333,8.0,0.64,0.64,1.0,None,Oklahoma,Major,Reviewed
10099,2019-02-04 02:43:13,2.0,OGS,None,36.41766667,-96.9465,6.0,0.57,0.57,1.0,None,Oklahoma,Pawnee,Reviewed
10100,2019-02-04 03:58:10,1.9,OGS,None,36.4695,-98.211,5.85,0.49,0.49,1.2,None,Oklahoma,Alfalfa,Reviewed
10101,2019-02-04 04:27:24,0.9,OGS,None,36.46066667,-98.76583333,7.72,0.42,0.42,0.7,None,Oklahoma,Major,Reviewed
10102,2019-02-04 06:02:10,2.4,OGS,None,36.1485,-97.78933333,5.83,0.35,0.35,0.8,None,Oklahoma,Kingfisher,Reviewed
10103,2019-02-04 07:53:04,0.7,OGS,None,36.44333333,-96.87533333,3.39,0.35,0.35,2.6,None,Oklahoma,Pawnee,Reviewed
10104,2019-02-04 09:51:49,0.5,OGS,None,36.4545,-98.79633333,7.0,0.78,0.78,1.5,None,Oklahoma,Major,Reviewed
5450,2019-02-05 00:17:22,2.3,OGS,None,37.13047409,-98.48608398,15.53,7.56,5.26,6.29,0.80540838,Kansas,Barber,Preliminary
9142,2019-02-05 03:25:56,1.4,OGS,None,35.099,-97.69966667,6.84,0.35,0.35,0.7,None,Oklahoma,McClain,Reviewed
10106,2019-02-05 03:33:23,0.9,OGS,None,36.45133333,-98.77233333,8.74,0.42,0.42,0.7,None,Oklahoma,Major,Reviewed
10107,2019-02-05 03:37:18,0.5,OGS,None,36.426,-96.93933333,3.79,0.49,0.49,1.9,None,Oklahoma,Pawnee,Reviewed
10108,2019-02-05 04:38:52,1.3,OGS,None,35.94583333,-96.73516667,5.61,0.57,0.57,2.0,None,Oklahoma,Payne,Reviewed
10109,2019-02-05 04:55:44,1.3,OGS,None,35.4755,-97.3515,8.38,0.35,0.35,0.7,None,Oklahoma,Oklahoma,Reviewed
10110,2019-02-05 05:18:05,1.3,OGS,None,36.31416667,-98.8625,6.3,0.49,0.49,2.3,None,Oklahoma,Dewey,Reviewed
9145,2019-02-05 06:17:29,1.1,OGS,None,35.2745,-97.88933333,7.21,1.2,1.2,1.4,None,Oklahoma,Grady,Reviewed
9147,2019-02-05 06:25:57,1.5,OGS,None,35.2755,-97.8795,6.74,0.35,0.35,0.6,None,Oklahoma,Grady,Reviewed
5459,2019-02-05 08:45:15,1.7,OGS,None,37.30397415,-97.93979645,3.1,2.61,1.92,2.4,0.36523458,Kansas,Harper,Preliminary
10111,2019-02-05 09:22:39,1.6,OGS,None,35.84283333,-98.24533333,4.0,0.49,0.49,1.1,None,Oklahoma,Blaine,Reviewed
10112,2019-02-05 09:22:54,1.7,OGS,None,35.8365,-98.252,6.29,1.13,1.13,2.7,None,Oklahoma,Blaine,Reviewed
9150,2019-02-05 11:47:46,0.8,OGS,None,35.24883333,-97.88033333,11.5,0.42,0.42,0.7,None,Oklahoma,Grady,Reviewed
5484,2019-02-05 17:09:35,2.2,OGS,None,36.21216667,-95.84583333,0.0,0.57,0.57,0.5,None,Oklahoma,Tulsa,Preliminary
10458,2019-02-05 22:19:35,1.9,OGS,None,34.95466667,-97.843,7.3,0.35,0.35,0.7,None,Oklahoma,Grady,Reviewed
10113,2019-02-06 03:29:46,1.5,OGS,None,35.84316667,-98.24666667,3.0,0.49,0.49,1.1,None,Oklahoma,Blaine,Reviewed
10115,2019-02-06 08:09:56,0.9,OGS,None,36.46916667,-98.20366667,7.1,0.92,0.92,6.3,None,Oklahoma,Alfalfa,Reviewed
10116,2019-02-06 09:20:22,2.4,OGS,None,36.44983333,-96.885,4.98,0.21,0.21,0.3,None,Oklahoma,Pawnee,Reviewed
10117,2019-02-06 09:35:56,0.1,OGS,None,36.41433333,-96.8915,4.4,0.21,0.21,0.5,None,Oklahoma,Pawnee,Reviewed
10118,2019-02-06 09:38:21,1.9,OGS,None,36.46483333,-98.7585,7.24,0.21,0.21,0.3,None,Oklahoma,Major,Reviewed
9155,2019-02-06 12:06:36,0.9,OGS,None,35.094,-97.92016667,6.99,0.99,0.99,2.0,None,Oklahoma,Grady,Reviewed
9158,2019-02-06 12:47:56,0.8,OGS,None,35.09366667,-97.91433333,10.78,0.78,0.78,2.4,None,Oklahoma,Grady,Reviewed
9156,2019-02-06 12:48:35,1.1,OGS,None,35.10483333,-97.923,6.43,0.92,0.92,2.1,None,Oklahoma,Grady,Reviewed
10460,2019-02-06 13:19:07,2.4,OGS,None,35.125,-97.8885,7.0,0.21,0.21,0.5,None,Oklahoma,Grady,Reviewed
10462,2019-02-06 13:20:59,2.5,OGS,None,35.1225,-97.889,6.59,0.28,0.28,0.5,None,Oklahoma,Grady,Reviewed
10119,2019-02-06 13:32:42,1.6,OGS,None,35.8335,-98.24433333,5.0,0.21,0.21,0.7,None,Oklahoma,Blaine,Reviewed
9165,2019-02-06 16:04:36,0.6,OGS,None,35.13016667,-97.91066667,7.93,0.78,0.78,1.4,None,Oklahoma,Grady,Reviewed
9170,2019-02-06 17:07:39,1.5,OGS,None,35.1195,-97.88916667,6.8,0.42,0.42,0.8,None,Oklahoma,Grady,Reviewed
10120,2019-02-06 17:22:14,0.9,OGS,None,36.454,-98.793,7.52,0.21,0.21,0.4,None,Oklahoma,Major,Reviewed
5575,2019-02-06 17:47:34,2.0,OGS,None,36.46833333,-96.79816667,0.0,0.49,0.49,0.5,None,Oklahoma,Pawnee,Preliminary
10121,2019-02-06 18:41:05,1.5,OGS,None,37.117,-97.80266667,8.35,0.35,0.35,0.8,None,Kansas,Sumner,Reviewed
10122,2019-02-07 12:47:50,1.0,OGS,None,36.44666667,-96.88966667,3.53,0.21,0.21,0.8,None,Oklahoma,Pawnee,Reviewed
10123,2019-02-07 15:54:11,3.0,OGS,None,36.7995,-98.309,6.47,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
10124,2019-02-07 19:44:56,2.4,OGS,None,36.29483333,-97.01783333,5.0,0.21,0.21,0.4,None,Oklahoma,Payne,Reviewed
10125,2019-02-07 19:47:08,2.3,OGS,None,36.295,-97.01883333,6.0,0.21,0.21,0.4,None,Oklahoma,Payne,Reviewed
10127,2019-02-08 03:19:25,0.1,OGS,None,36.4445,-96.8715,2.68,0.28,0.28,1.5,None,Oklahoma,Pawnee,Reviewed
10128,2019-02-08 05:03:31,1.1,OGS,None,35.52533333,-97.1085,7.14,0.28,0.28,0.4,None,Oklahoma,Oklahoma,Reviewed
10130,2019-02-08 05:47:01,1.5,OGS,None,36.55416667,-98.16,6.41,0.21,0.21,0.5,None,Oklahoma,Alfalfa,Reviewed
10132,2019-02-08 06:21:42,0.4,OGS,None,36.5215,-99.03316667,9.31,1.41,1.41,3.3,None,Oklahoma,Woodward,Reviewed
10133,2019-02-08 07:01:37,1.2,OGS,None,36.31233333,-97.0455,7.23,0.28,0.28,0.4,None,Oklahoma,Payne,Reviewed
10134,2019-02-08 13:02:09,2.5,OGS,None,36.5535,-98.158,8.37,0.14,0.14,2.2,None,Oklahoma,Alfalfa,Reviewed
10135,2019-02-08 16:20:18,0.7,OGS,None,36.44983333,-98.77266667,8.81,0.28,0.28,0.5,None,Oklahoma,Major,Reviewed
10136,2019-02-08 17:17:06,1.2,OGS,None,36.46583333,-98.83616667,5.56,0.35,0.35,1.0,None,Oklahoma,Woodward,Reviewed
10137,2019-02-08 23:02:30,2.0,OGS,None,36.279,-97.50966667,6.82,0.14,0.14,0.4,None,Oklahoma,Noble,Reviewed
10138,2019-02-09 05:35:10,1.5,OGS,None,36.61,-98.3655,7.5,0.28,0.28,0.6,None,Oklahoma,Alfalfa,Reviewed
5629,2019-02-09 07:13:42,1.8,OGS,None,33.09242249,-100.5989151,5.0,1.76,1.3,0.0,0.25788202,Texas,Kent,Preliminary
10139,2019-02-09 09:39:38,1.9,OGS,None,36.60966667,-98.369,2.88,0.21,0.21,0.7,None,Oklahoma,Alfalfa,Reviewed
10140,2019-02-09 13:51:06,0.8,OGS,None,36.44116667,-98.78833333,8.52,0.28,0.28,0.4,None,Oklahoma,Major,Reviewed
10141,2019-02-09 18:47:07,2.3,OGS,None,35.81716667,-98.25966667,7.45,0.14,0.14,0.8,None,Oklahoma,Blaine,Reviewed
10143,2019-02-09 22:42:43,1.8,OGS,None,35.96166667,-97.3505,7.28,0.14,0.14,0.5,None,Oklahoma,Logan,Reviewed
10144,2019-02-10 00:20:48,1.5,OGS,None,36.6984024,-97.67166138,3.74,1.63,1.41,1.89,0.36787821,Oklahoma,Grant,Reviewed
10145,2019-02-10 00:26:59,1.1,OGS,None,36.373,-96.99883333,4.85,0.28,0.28,0.7,None,Oklahoma,Pawnee,Reviewed
10146,2019-02-10 16:44:26,0.7,OGS,None,36.52716667,-98.97916667,7.85,0.92,0.92,0.6,None,Oklahoma,Woodward,Reviewed
10147,2019-02-10 16:46:13,1.4,OGS,None,36.70083333,-97.68083333,7.6,0.14,0.14,0.5,None,Oklahoma,Grant,Reviewed
10148,2019-02-10 18:50:09,1.8,OGS,None,36.93316667,-97.93166667,5.32,0.21,0.21,0.5,None,Oklahoma,Grant,Reviewed
10149,2019-02-10 19:11:01,2.2,OGS,None,36.84066667,-97.69816667,5.0,0.14,0.14,0.5,None,Oklahoma,Grant,Reviewed
5660,2019-02-10 20:03:08,2.8,OGS,None,37.62894821,-97.24986267,5.0,5.79,5.51,0.0,1.08342782,Kansas,Sedgwick,Preliminary
10150,2019-02-10 21:43:54,1.6,OGS,None,36.69916667,-97.67533333,5.0,0.21,0.21,0.5,None,Oklahoma,Grant,Reviewed
10151,2019-02-10 22:05:27,1.8,OGS,None,35.81733333,-98.25916667,7.25,0.21,0.21,0.7,None,Oklahoma,Blaine,Reviewed
10463,2019-02-11 02:28:09,2.5,OGS,None,35.12433333,-97.87833333,7.17,0.28,0.28,0.5,None,Oklahoma,Grady,Reviewed
10465,2019-02-11 04:54:34,2.2,OGS,None,35.27266667,-97.8475,7.03,0.28,0.28,0.5,None,Oklahoma,Grady,Reviewed
10152,2019-02-11 05:04:54,1.0,OGS,None,36.47333333,-97.76066667,11.29,0.42,0.42,2.2,None,Oklahoma,Garfield,Reviewed
10153,2019-02-11 05:45:29,0.1,OGS,None,36.44316667,-96.8705,5.0,0.14,0.14,0.7,None,Oklahoma,Pawnee,Reviewed
10154,2019-02-11 09:45:42,2.3,OGS,None,36.275,-97.63566667,7.26,0.14,0.14,0.4,None,Oklahoma,Garfield,Reviewed
10156,2019-02-11 11:58:03,1.3,OGS,None,36.71683333,-98.7605,8.33,0.57,0.57,3.8,None,Oklahoma,Woods,Reviewed
10157,2019-02-11 16:29:17,1.8,OGS,None,35.834,-98.24216667,5.0,0.28,0.28,0.8,None,Oklahoma,Blaine,Reviewed
10158,2019-02-11 20:15:51,1.7,OGS,None,37.04883333,-97.39366667,5.8,0.49,0.49,0.7,None,Kansas,Sumner,Reviewed
10159,2019-02-12 00:22:47,1.6,OGS,None,35.82433333,-98.2545,6.46,0.28,0.28,0.8,None,Oklahoma,Blaine,Reviewed
10160,2019-02-12 04:55:51,1.9,OGS,None,37.05983333,-97.86383333,9.01,0.28,0.28,0.8,None,Kansas,Harper,Reviewed
10161,2019-02-12 14:25:26,1.0,OGS,None,36.07983333,-97.46333333,5.81,0.57,0.57,2.2,None,Oklahoma,Logan,Reviewed
6467,2019-02-12 21:01:59,2.3,OGS,None,36.21216667,-95.83633333,0.0,0.57,0.57,0.6,None,Oklahoma,Tulsa,Preliminary
10162,2019-02-13 00:27:39,1.5,OGS,None,36.93133333,-97.92866667,5.02,0.35,0.35,0.8,None,Oklahoma,Grant,Reviewed
10163,2019-02-13 02:06:18,-0.1,OGS,None,36.44483333,-96.88316667,4.24,0.35,0.35,1.4,None,Oklahoma,Pawnee,Reviewed
9177,2019-02-13 02:35:00,1.7,OGS,None,35.20266667,-97.82916667,11.0,0.85,0.85,1.3,None,Oklahoma,Grady,Reviewed
9224,2019-02-13 02:35:02,1.5,OGS,None,35.255,-97.7935,6.72,0.64,0.64,0.9,None,Oklahoma,Grady,Reviewed
10164,2019-02-13 04:15:03,1.7,OGS,None,36.4455,-96.88883333,5.69,0.21,0.21,0.4,None,Oklahoma,Pawnee,Reviewed
10165,2019-02-13 04:21:07,1.2,OGS,None,36.44566667,-96.889,5.63,0.28,0.28,0.5,None,Oklahoma,Pawnee,Reviewed
10466,2019-02-13 04:31:44,2.1,OGS,None,35.13166667,-97.866,8.57,0.28,0.28,0.8,None,Oklahoma,Grady,Reviewed
9227,2019-02-13 06:07:04,1.0,OGS,None,35.115,-97.88166667,7.3,0.78,0.78,1.4,None,Oklahoma,Grady,Reviewed
9229,2019-02-13 08:36:33,0.7,OGS,None,35.06166667,-97.788,12.1,0.78,0.78,2.5,None,Oklahoma,Grady,Reviewed
10166,2019-02-13 09:19:39,1.5,OGS,None,35.83766667,-98.23183333,6.33,0.28,0.28,0.8,None,Oklahoma,Blaine,Reviewed
9231,2019-02-13 14:44:04,1.3,OGS,None,35.12716667,-97.9,6.78,0.71,0.71,1.4,None,Oklahoma,Grady,Reviewed
10167,2019-02-13 16:39:49,3.5,OGS,None,35.56575012,-97.10124969,5.2,0.66,0.8,1.5,0.14399572,Oklahoma,Oklahoma,Reviewed
10168,2019-02-14 00:48:31,3.4,OGS,None,36.408,-96.886,5.7,0.14,0.14,0.3,None,Oklahoma,Pawnee,Reviewed
10169,2019-02-14 06:25:08,2.5,OGS,None,36.41233333,-96.88266667,5.19,0.14,0.14,0.2,None,Oklahoma,Pawnee,Reviewed
10170,2019-02-14 10:12:56,2.1,OGS,None,34.05283333,-97.40216667,5.0,1.27,1.27,2.7,None,Oklahoma,Carter,Reviewed
10888,2019-02-14 15:46:16,1.3,OGS,None,35.857,-96.70116667,7.23,0.21,0.21,0.4,None,Oklahoma,Lincoln,Reviewed
5868,2019-02-14 21:07:43,2.7,OGS,None,33.28303146,-97.87671661,5.0,1.38,1.79,0.0,0.24246216,Texas,Wise,Preliminary
10889,2019-02-15 03:35:43,1.2,OGS,None,36.406,-96.886,4.97,0.21,0.21,0.5,None,Oklahoma,Pawnee,Reviewed
10890,2019-02-15 10:38:31,2.1,OGS,None,35.69,-98.80516667,7.3,0.28,0.28,0.7,None,Oklahoma,Custer,Reviewed
9233,2019-02-15 13:59:02,1.6,OGS,None,35.12516667,-97.87716667,7.87,0.57,0.57,0.8,None,Oklahoma,Grady,Reviewed
10891,2019-02-15 17:04:10,2.0,OGS,None,36.071,-97.57216667,7.0,0.14,0.14,0.4,None,Oklahoma,Logan,Reviewed
10894,2019-02-15 18:32:43,1.9,OGS,None,36.964,-97.71583333,7.64,0.49,0.49,1.3,None,Kansas,Sumner,Reviewed
5896,2019-02-16 01:44:55,1.8,OGS,None,37.12055206,-97.79082489,3.55,2.02,1.6,2.07,0.45555561,Kansas,Sumner,Preliminary
9234,2019-02-16 04:07:09,1.3,OGS,None,35.134,-97.885,6.81,0.49,0.49,0.9,None,Oklahoma,Grady,Reviewed
9235,2019-02-16 05:40:42,1.3,OGS,None,35.2525,-97.85866667,8.67,1.13,1.13,2.4,None,Oklahoma,Grady,Reviewed
10895,2019-02-16 05:47:38,1.6,OGS,None,36.79483333,-98.3025,4.64,0.28,0.28,0.6,None,Oklahoma,Alfalfa,Reviewed
9237,2019-02-16 06:13:35,1.1,OGS,None,35.26666667,-97.86316667,8.53,0.42,0.42,1.2,None,Oklahoma,Grady,Reviewed
9239,2019-02-16 11:19:34,1.2,OGS,None,35.03883333,-97.743,7.22,0.71,0.71,1.9,None,Oklahoma,McClain,Reviewed
10897,2019-02-16 17:08:50,2.5,OGS,None,35.56366667,-97.10583333,6.18,0.14,0.14,0.3,None,Oklahoma,Oklahoma,Reviewed
10900,2019-02-16 21:08:47,2.1,OGS,None,36.00216667,-96.77483333,5.51,0.21,0.21,0.4,None,Oklahoma,Payne,Reviewed
10901,2019-02-16 21:21:45,1.4,OGS,None,36.00216667,-96.77583333,5.34,0.21,0.21,0.3,None,Oklahoma,Payne,Reviewed
10903,2019-02-16 21:21:48,1.5,OGS,None,36.00383333,-96.769,3.82,0.35,0.35,0.9,None,Oklahoma,Payne,Reviewed
9241,2019-02-16 22:44:45,1.3,OGS,None,35.05583333,-97.76233333,9.83,0.49,0.49,2.2,None,Oklahoma,McClain,Reviewed
10935,2019-02-16 23:50:38,0.8,OGS,None,36.44583333,-96.88816667,3.09,0.14,0.14,1.1,None,Oklahoma,Pawnee,Reviewed
10936,2019-02-17 00:56:03,1.4,OGS,None,36.96033333,-97.75766667,7.96,0.42,0.42,0.8,None,Oklahoma,Grant,Reviewed
10937,2019-02-17 02:32:57,1.8,OGS,None,36.75883333,-98.05466667,7.53,0.14,0.14,0.4,None,Oklahoma,Alfalfa,Reviewed
10938,2019-02-17 03:12:36,1.9,OGS,None,36.75866667,-98.05466667,7.78,0.21,0.21,0.5,None,Oklahoma,Alfalfa,Reviewed
9242,2019-02-17 05:02:07,1.1,OGS,None,35.124,-97.87166667,6.95,0.42,0.42,0.7,None,Oklahoma,Grady,Reviewed
10940,2019-02-17 05:45:47,1.2,OGS,None,36.00266667,-96.7745,6.38,0.21,0.21,0.4,None,Oklahoma,Payne,Reviewed
10941,2019-02-17 05:55:15,0.7,OGS,None,36.0015,-96.77583333,5.56,0.21,0.21,0.5,None,Oklahoma,Payne,Reviewed
10942,2019-02-17 08:44:32,1.7,OGS,None,36.46283333,-98.77866667,6.31,0.21,0.21,0.4,None,Oklahoma,Major,Reviewed
10962,2019-02-17 09:23:20,0.5,OGS,None,36.52866667,-98.95383333,4.39,0.42,0.42,1.1,None,Oklahoma,Woodward,Reviewed
10963,2019-02-17 09:58:58,1.2,OGS,None,36.45866667,-98.77966667,5.95,0.21,0.21,0.5,None,Oklahoma,Major,Reviewed
10964,2019-02-17 11:04:57,1.5,OGS,None,36.4455,-96.89033333,5.81,0.28,0.28,0.4,None,Oklahoma,Pawnee,Reviewed
